,index,specific_index,unit_ID,schools,terms,url,metadata_date
433,612,612,100663,St Bonaventure University,student support,https://sbu.edu/life-at-sbu/services-for-students/tutoring-academic-support,No meta date
434,613,613,100663,St Bonaventure University,student support,https://catalog.sbu.edu/undergraduate/international-student-services/,No meta date
435,614,614,100663,St Bonaventure University,student support,https://gobonnies.sbu.edu/inside_athletics/academic-support,No meta date
436,615,615,100663,St Bonaventure University,student support,https://moodlegroups2.sbu.edu/course/view.php?id=150&section=4,No meta date
437,616,616,100663,St Bonaventure University,student support,https://www.usnews.com/best-colleges/st-bonaventure-university-2817,No meta date
438,617,617,100663,St Bonaventure University,student support,https://www.sunyjcc.edu/event/transfer-school-session-st-bonaventure-university-2,No meta date
439,618,618,100663,St Bonaventure University,student support,https://my.sbu.edu/tech-assistance,No meta date
440,627,627,102298,Cuyahoga Community College,cut athletics budget,https://www.thisweeknews.com/sports/20200728/college-athletics-multitude-of-programs-sidelined-amid-pandemic,No meta date
441,629,629,102298,Cuyahoga Community College,cut athletics budget,https://www.crainscleveland.com/article/20141010/free/141019972/cuyahoga-community-college-to-hold-dedication-ceremony-for-public,No meta date
442,638,638,100663,St Bonaventure University,counselling services’ student wellness,https://www.sbu.edu/life-at-sbu/health-wellness,No meta date
443,639,639,100663,St Bonaventure University,counselling services’ student wellness,https://sbu.edu/academics/msed-in-school-counseling/faculty-and-staff/adjunct-faculty/mickle-amy,No meta date
444,640,640,100663,St Bonaventure University,counselling services’ student wellness,https://www.sbu.edu/life-at-sbu/student-health-safety-conduct/health-counseling-services,No meta date
445,641,641,100663,St Bonaventure University,counselling services’ student wellness,https://sbu.edu/jobs-at-sbu,No meta date
446,642,642,100663,St Bonaventure University,counselling services’ student wellness,https://www.sbu.edu/life-at-sbu/student-health-safety-conduct,No meta date
447,644,644,100663,St Bonaventure University,counselling services’ student wellness,http://www.bradfordera.com/news/anderson-named-director-of-st-bonaventure-center-for-student-wellness/article_57e7fede-1261-11e6-aa7c-3fe05da48303.html,No meta date
448,645,645,100663,St Bonaventure University,counselling services’ student wellness,https://catalog.sbu.edu/undergraduate/general-information/,No meta date
449,646,646,100663,St Bonaventure University,offer amenities,https://www.sbu.edu/academics/schools-at-sbu/school-of-business,No meta date
450,647,647,100663,St Bonaventure University,offer amenities,https://gobonnies.sbu.edu/inside_athletics/facilities/facilities-main,No meta date
451,648,648,100663,St Bonaventure University,offer amenities,https://www.sbu.edu/,No meta date
452,650,650,100663,St Bonaventure University,offer amenities,https://www.sbu.edu/academics/chemistry,No meta date
453,651,651,100663,St Bonaventure University,offer amenities,https://www.niche.com/colleges/st-bonaventure-university/,No meta date
454,652,652,100663,St Bonaventure University,offer amenities,https://www.expedia.com/allegany-hotels-new-listing-cozy-hideaway-by-st-bonaventure-university-holiday-valley-w-wifi.h23364740.hotel-information,No meta date
455,653,653,100663,St Bonaventure University,offer amenities,https://netcommunity.sbu.edu/page.aspx?pid=766,No meta date
456,654,654,100663,St Bonaventure University,on-time graduation,https://www.collegefactual.com/colleges/saint-bonaventure-university/academic-life/graduation-and-retention/,['2013-02-20']
457,655,655,100663,St Bonaventure University,on-time graduation,https://www.collegefactual.com/colleges/saint-bonaventure-university/,No meta date
458,656,656,100663,St Bonaventure University,on-time graduation,https://sbu.edu/academics/online-programs,No meta date
459,658,658,100663,St Bonaventure University,on-time graduation,https://www.sbu.edu/parents/academic-101-for-parents,No meta date
460,659,659,100663,St Bonaventure University,on-time graduation,https://www.sbu.edu/alumni/distinguished-alumni,No meta date
461,660,660,100663,St Bonaventure University,career center,https://www.sbu.edu/academics/academic-resources/career-professional-readiness-center,No meta date
462,662,662,100663,St Bonaventure University,career center,https://www.sbu.edu/academics/academic-resources/career-professional-readiness-center/cprc-services-for-students,No meta date
463,663,663,100663,St Bonaventure University,career center,https://sbu.edu/academics/masters-inclusive-special-education/news-publications-research/2019/09/09/st.-bonaventure-career-center-teams-up-with-jcpenney-to-help-students-dress-for-success,No meta date
464,664,664,100663,St Bonaventure University,career center,https://www.sbu.edu/life-at-sbu/human-resources/jobs-at-sbu,No meta date
465,667,667,100663,St Bonaventure University,career center,https://connect.aom.org/communities/community-home/digestviewer/viewthread?messagekey=83fd5a42-93cb-4611-a2c6-29432d392e2d&communitykey=d5f91817-fe81-4f2d-b551-656f94c6c96d&tab=digestviewer,No meta date
